cat_id,url_old,cat_name_old,age_old,gender_old,cafe_cat_old,kid_approved_old,dog_approved_old,companion_cat_old,bonded_pair_old,single_cat_old,type_old,description_old,system_import_at_old,url_new,cat_name_new,age_new,gender_new,cafe_cat_new,kid_approved_new,dog_approved_new,companion_cat_new,bonded_pair_new,single_cat_new,type_new,description_new,system_import_at_new,was_url_modified,was_cat_name_modified,was_age_modified,was_gender_modified,was_cafe_cat_modified,was_kid_approved_modified,was_dog_approved_modified,was_companion_cat_modified,was_bonded_pair_modified,was_single_cat_modified,was_type_modified,was_description_modified,was_modified,change_type
18950699,https://catcafebk.com/our-cats/?cat=18950699,Parfum,"8 Years 1 Month "," Male",False,True,False,True,False,True,"Domestic Short Hair ","Parfum is the sweetest cat and all he wants is to be loved! He started having full conversations with his foster on his drive home and hasn’t stopped since. This oh so sweet boy loves belly rubs (his sweet spot), chin scritches and being held like a baby and is so affectionate he doesn’t mind being smothered in kisses. He will get into your lap every once in a while, but most of the time he is glad to just be by your side, especially when sleeping. He is a very active and busy biscuit maker and spends the rest of his time meowing for attention, asking for treats or snoozing in a comfy spot. Parfum is in need of dental surgery.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18950699,Parfum,"8 Years 2 Months "," Male",False,True,False,True,False,True,"Domestic Short Hair ","Parfum is the sweetest cat and all he wants is to be loved! He started having full conversations with his foster on his drive home and hasn’t stopped since. This oh so sweet boy loves belly rubs (his sweet spot), chin scritches and being held like a baby and is so affectionate he doesn’t mind being smothered in kisses. He will get into your lap every once in a while, but most of the time he is glad to just be by your side, especially when sleeping. He is a very active and busy biscuit maker and spends the rest of his time meowing for attention, asking for treats or snoozing in a comfy spot. Parfum is in need of dental surgery.",2023-02-27 22:49:46+00:00,False,False,True,False,False,False,False,False,False,False,False,False,True,row_modified
18435719,https://catcafebk.com/our-cats/?cat=18435719,Paste & Undo,"9 Months 10 Days "," Male",False,True,True,False,True,False,"Domestic Short Hair ","Undo and Paste are a pair of lively and sweet brothers. These two initially shy boys have become quite snuggly and vocal as their appetites and demands continue to grow. They both very much enjoy surrounding themselves with toys and stalking and pouncing on each other through a kitty tunnel. These boys enjoy pets, scritches, and belly rubs. They have begun to socialize and love to follow around the resident cats. Undo and Paste enjoy snuggling and giving kisses to their foster parents, especially first thing in the morning - you can tell they are happy to see you. These heartbreakers are adorable and fun and so playful - a constant heart explosion.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18435719,Paste & Undo,"10 Months 15 Days "," Male",True,True,True,False,True,False,"Domestic Short Hair ","Undo and Paste are a pair of lively and sweet brothers. These two initially shy boys have become quite snuggly and vocal as their appetites and demands continue to grow. They both very much enjoy surrounding themselves with toys and stalking and pouncing on each other through a kitty tunnel. These boys enjoy pets, scritches, and belly rubs. They have begun to socialize and love to follow around the resident cats. Undo and Paste enjoy snuggling and giving kisses to their foster parents, especially first thing in the morning - you can tell they are happy to see you. These heartbreakers are adorable and fun and so playful - a constant heart explosion.",2023-02-27 22:49:46+00:00,False,False,True,False,True,False,False,False,False,False,False,False,True,row_modified
18110978,https://catcafebk.com/our-cats/?cat=18110978,Peaberry,"3 Years 7 Months "," Female",False,False,False,True,False,True,"Domestic Short Hair ","Peaberry is a chatty, chirpy young lady who adores pets. She is a polite house guest who only scratches the scratching items provided and spends plenty of her time napping. She is occasionally playful, especially if it’s initiated with the toss of a ball or wave of a wand.  She enjoys sitting on laps or right next to them if there is room and will follow you around quietly. After some pre-bed cuddles she will happily sleep at your feet for the whole night. Peaberry was found outside of a semi-managed colony and it is presumed that she was recently dumped. She’s a calm and affectionate companion and she would love to tell you her whole story herself when she meets you -- however, she knows to stay quiet and out of the way if you are working from home. Peaberry was rescued with severe dental disease and is in need of surgery. We are hoping that her adopters can help us cover the cost or assist with crowdsourcing for this necessary treatment.",2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
17539613,https://catcafebk.com/our-cats/?cat=17539613,Petra & Paula,"1 Year 8 Months "," Female",False,True,False,False,True,False,"Domestic Short Hair (short coat) ","Petra and Paula are nearly identical 6 month old tuxedo sisters! They were rescued with a third sibling in the Sheepshead Bay area, where these three kittens were trying to survive in the back of a medical office, hiding under the porch. They are healthy, playful and moderately active. They both love to be around people and to play with each other and other cats. They are spayed, free from parasites, , vaccinated, tested negative for FIV/FeLV and microchipped. Petra and Paula must be adopted together. They are being fostered in Midwood and their rescuer can arrange either a video or in person meeting. *Courtesy Posting: This cat is being independently offered for adoption by a rescuer who is not a representative of BBAWC or Brooklyn Cat Cafe. The rescuer offering this cat is responsible for the content of this post and any medical records and vaccines. BBAWC and Brooklyn Cat Cafe cannot vouch for any information in this post. An adoption fee will be charged by the rescuer.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=17539613,Petra & Paula,"1 Year 9 Months "," Female",False,True,False,False,True,False,"Domestic Short Hair (short coat) ","Petra and Paula are nearly identical 6 month old tuxedo sisters! They were rescued with a third sibling in the Sheepshead Bay area, where these three kittens were trying to survive in the back of a medical office, hiding under the porch. They are healthy, playful and moderately active. They both love to be around people and to play with each other and other cats. They are spayed, free from parasites, , vaccinated, tested negative for FIV/FeLV and microchipped. Petra and Paula must be adopted together. They are being fostered in Midwood and their rescuer can arrange either a video or in person meeting. *Courtesy Posting: This cat is being independently offered for adoption by a rescuer who is not a representative of BBAWC or Brooklyn Cat Cafe. The rescuer offering this cat is responsible for the content of this post and any medical records and vaccines. BBAWC and Brooklyn Cat Cafe cannot vouch for any information in this post. An adoption fee will be charged by the rescuer.",2023-02-27 22:49:46+00:00,False,False,True,False,False,False,False,False,False,False,False,False,True,row_modified
18849443,https://catcafebk.com/our-cats/?cat=18849443,Pheasant & Crescent Pleasant,"6 Months 10 Days "," Male",False,True,True,True,True,True,"Domestic Short Hair ","Crescent and Pheasant are the most adorable, sweet, and well-mannered brothers you could ask for. Their personalities are perfectly matched for each other, and they can often be found playing with or napping on top of each other. Pheasant is a gray and white boy who will come right up to you if you snap your fingers together and will start purring like a power drill as soon as you start petting him. He is a professional ribbon hunter in training and is extremely focused on getting all of the toys under his control. Crescent, a white and brown tabby, may take a little longer to warm up, but once a few treat offerings are made, he will happily be purring on your lap. He has a sophisticated palate and will clearly let the chef know of his orders with the cutest meows during meal times.",2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
17041959,https://catcafebk.com/our-cats/?cat=17041959,Pink & Poo,"2 Years 1 Month "," Female",False,True,True,False,True,False,"Domestic Short Hair ","Poo and Pink, family name Bear, are very affectionate and energetic sisters. Poo is very outgoing and loves to make new friends. She is larger and lankier and will hurl herself, purring, to cuddle and play. Pink is a bit more reserved (and perhaps somewhat smarter), but is always up for a game — especially with any toy that has feathers. These sweet girls were surrendered to the city shelter from a home with two many animals. They have very sensitive stomachs, but we’ve finally found the perfect diet to keep them full and healthy.",2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18495077,https://catcafebk.com/our-cats/?cat=18495077,Plum & Floyd Collins,"6 Months 25 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","These two goobers are in classic kitten cahoots in every way! Floyd Collins (black and white cat) takes on the role of elder brother, starting antics and pouncing on toy prey, and Plum (black cat) is always scrambling to get her feet under her and follow wherever her little sister paws can take her. Squeaks and mews abound as these darling kittens tucker themselves out, and then, once they do, they're happy to curl up in a cozy kitten pile wherever they can find. Floyd is incredibly snuggly and curious. While Plum is a playful explorer always up to climb her scratching post and explore the upper reaches of your shoulders. Long story short, this pair of kittens have come so far from surviving their birth on a grocery store roof, and they can't wait to bound across your apartment and straight into your heart.",2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,row_deleted
18928047,https://catcafebk.com/our-cats/?cat=18928047,Princey,"9 Years 1 Month "," Male",True,True,True,True,False,True,"Domestic Short Hair ","Princey is very affectionate cat and loves pets, head scritches and snuggles. He has loads of curiosity and loves to stare out the window at night and investigate. He will cuddle up next to you as long as you pet him and he makes the perfect work companion. Princey can be adopted as a single cat or as a cat companion. He is in need of dental surgery.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18928047,Princey,"9 Years 2 Months "," Male",False,True,True,True,False,True,"Domestic Short Hair ","Princey is a very affectionate cat and loves to cuddle up any time of the day. He expresses his wonderful vocals at night, and it is the most adorable sound you will ever hear! He is shy at first, but he does not hide. He loves pets and scratches on his head and warms up in a couple hours. Even though he is not very energetic, he has loads of curiosity. Whenever a door opens, he is the first one to hear it and will investigate immediately. He loves to stare out the window at night and check out what is going on and will cuddle up next to you as long as you pet him. His love language is definitely physical touch and he makes the perfect work companion.",2023-02-27 22:49:46+00:00,False,False,True,False,True,False,False,False,False,False,False,True,True,row_modified
18849368,https://catcafebk.com/our-cats/?cat=18849368,Quip & Remsen,"6 Months 6 Days ",,False,False,True,False,True,False,"Domestic Short Hair ","Quip is a high-energy firecracker. She is inquisitive, athletic, and will chase any toy you throw at her. Expect a nightly case of the zoomies and overall playfulness that will keep you enchanted. She definitely requires a keen eye, as she’s known to get into trouble and has a feisty side. When she’s not in daredevil mode, she is absurdly affectionate. She will climb all over you in the middle of your work, sleep, whenever. She loves to make biscuits and curl up on people’s necks, so expect a good cuddling when she’s tired out. Bonus: she feels like a cloud, will the softest, prettiest fur ever. She can be a bit rough when playing with other cats, so make sure you watch her carefully and can deter any aggressiveness. Remsen is more reserved than his BFF, but definitely has some of that kitten energy. He is super affectionate but may take longer to open up. His face resembles a mini tiger, and he has a gorgeous, thick, and warm tabby coat. Remsen is a little genius cat, who loves finding hidden treats and discovering whatever climbing spots you have. He adores treats andhis favorite time is meal-time. In between waiting for dinner and lunch, he's typically cozied up on a pillow or next to the window watching TV or people.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18849368,Quip & Remsen,"7 Months 11 Days ",,False,False,True,False,True,False,"Domestic Short Hair ","Quip is a high-energy firecracker. She is inquisitive, athletic, and will chase any toy you throw at her. Expect a nightly case of the zoomies and overall playfulness that will keep you enchanted. She definitely requires a keen eye, as she’s known to get into trouble and has a feisty side. When she’s not in daredevil mode, she is absurdly affectionate. She will climb all over you in the middle of your work, sleep, whenever. She loves to make biscuits and curl up on people’s necks, so expect a good cuddling when she’s tired out. Bonus: she feels like a cloud, will the softest, prettiest fur ever. She can be a bit rough when playing with other cats, so make sure you watch her carefully and can deter any aggressiveness. Remsen is more reserved than his BFF, but definitely has some of that kitten energy. He is super affectionate but may take longer to open up. His face resembles a mini tiger, and he has a gorgeous, thick, and warm tabby coat. Remsen is a little genius cat, who loves finding hidden treats and discovering whatever climbing spots you have. He adores treats andhis favorite time is meal-time. In between waiting for dinner and lunch, he's typically cozied up on a pillow or next to the window watching TV or people.",2023-02-27 22:49:46+00:00,False,False,True,False,False,False,False,False,False,False,False,False,True,row_modified
18948885,https://catcafebk.com/our-cats/?cat=18948885,Ray & Egon,"4 Months 24 Days ",,False,False,False,False,True,False,"Domestic Short Hair ","Ray and Egon are two adorable lap cats. Ray (tuxedo) loves sleeping on his foster lap and curling up next to his foster dad. His purr motor is always on. Egon (brown tabby) is a bit shyer, but loves to play. These two kittens love to run around, chase laser dots and keeping their fosters safe from the blanket monster.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18948885,Ray & Egon,"5 Months 29 Days ",,True,True,True,False,True,False,"Domestic Short Hair ","Ray and Egon are two adorable lap cats. Ray (tuxedo) loves sleeping on his foster lap and curling up next to his foster dad. His purr motor is always on. Egon (brown tabby) is a bit shyer, but loves to play. These two kittens love to run around, chase laser dots and keeping their fosters safe from the blanket monster.",2023-02-27 22:49:46+00:00,False,False,True,False,True,True,True,False,False,False,False,False,True,row_modified
18961091,https://catcafebk.com/our-cats/?cat=18961091,Rifi & Roxi,"4 Years 8 Months "," Female",False,False,False,False,True,False,"Domestic Short Hair ","Roxi and Rifi are incredibly sweet four year old cats who are looking for a new home after a relative with a cat allergy moved in. They both love sitting on window sills and watching the world pass by outside, and will climb up to the highest spot in any room to look over their home. Both cats are more than happy to get scritches and will both come right up to you and force their way under your hand. Although generally pretty mellow, if you wave toys at them, they will happily swing their heads in unison and follow it with their eyes. They love eating treats straight from your hand and are incredibly gentle! Both cats are perfectly content with being in the same room with many people, and don't get overwhelmed too easily. They can tolerate being pet by children, but get startled somewhat easily around loud noises. Both cats have heart murmurs, neither of which need medication.",2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18384155,https://catcafebk.com/our-cats/?cat=18384155,Rock & Paper,"9 Months 27 Days "," Male",False,True,True,False,True,False,"Domestic Short Hair ","Rock and Paper are a couple of mild mannered siblings whose personalities perfectly complement each other.  They are both very social once they have adjusted to their environment and do not want to miss out on anything going on in the house. Are you working? Paper will supervise from your lap or next to your computer while Rock naps in a box nearby. Are you cooking? Both kitties will play around in the kitchen to keep you company. Are you watching TV? They will happily join you on the couch for snuggles. Rock is curious and courageous once he has adapted to his new environment and will snuggle with you for ages. If you start scratching him behind his ear he will actively push against your hand to show you he wants more. It takes a little longer to win Paper’s trust, but with some bribery (treats) Paper will also be a great snuggle buddy. They love to chase each other around, admire their reflections in the mirror and play with string toys. While they are not huge fans of strangers yet, they are very loving and loyal to people they know.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18384155,Rock & Paper,"11 Months 1 Day "," Male",False,True,True,False,True,False,"Domestic Short Hair ","Rock and Paper are a couple of mild mannered siblings whose personalities perfectly complement each other.  They are both very social once they have adjusted to their environment and do not want to miss out on anything going on in the house. Are you working? Paper will supervise from your lap or next to your computer while Rock naps in a box nearby. Are you cooking? Both kitties will play around in the kitchen to keep you company. Are you watching TV? They will happily join you on the couch for snuggles. Rock is curious and courageous once he has adapted to his new environment and will snuggle with you for ages. If you start scratching him behind his ear he will actively push against your hand to show you he wants more. It takes a little longer to win Paper’s trust, but with some bribery (treats) Paper will also be a great snuggle buddy. They love to chase each other around, admire their reflections in the mirror and play with string toys. While they are not huge fans of strangers yet, they are very loving and loyal to people they know.",2023-02-27 22:49:46+00:00,False,False,True,False,False,False,False,False,False,False,False,False,True,row_modified
18924644,https://catcafebk.com/our-cats/?cat=18924644,Rye & Swiss,"5 Months 0 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Rye and Swiss are charming and inquisitive siblings who love to play, purr and snuggle. Rye is a gray tuxedo cat with secret stripes and the musculature and grace of a tiny panther. He will leap high and whip around for colorful toys and then cuddle into elbows and purr for pets and chin rubs. Swiss is a gorgeous calico with huge and expressive eyes. She is brave and quick to make new friends. She loves pouncing on toes when you’re snuggled up in bed and when held upside-down getting her belly rubbed, she melts Into a purring puddle.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18924644,Rye & Swiss,"6 Months 5 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Sisters Rye and Swiss are energetic and entertaining sweethearts that love to play, purr and snuggle. They want to be a part of your day from beginning to end. Rye (gray tuxedo) will leap high and whip around for colorful streamer toys. When she’s worn out she’ll plop onto whoever is on the couch and purr for pets and chin rubs. Swiss (calico) loves nothing more than inspecting a running bathroom faucet. When held like a baby, she melts and purrs. She is very food motivated, especially if it’s your food, she would like some please, pretty please.",2023-02-27 22:49:46+00:00,False,False,True,False,False,False,False,False,False,False,False,True,True,row_modified
18666889,https://catcafebk.com/our-cats/?cat=18666889,Sable Sutter,"1 Year 2 Months "," Male",False,False,False,True,False,True,"Domestic Short Hair ","Sable is a sweet, adult male cat who loves chin scratches and naps. He adapts quickly to his new environment, has a healthy appetite (especially for treats!), and is a loving cuddle bug. He’s a little timid at first, but is trusting and embraces new people and places. He’ll greet you at the door and will follow you from room to room and settle down beside you, but not too close, as he seems to appreciate his own space. He loves being around people and welcomes pats. So far he’s not a lap cat, but slowly warming up. He’s very playful and his soccer skills are remarkable! He loves to bat around anything you give him.",2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18949146,https://catcafebk.com/our-cats/?cat=18949146,Sage & Houdini,"4 Months 21 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Sage and Houdini are quite the pair!  They are inquisitive, playful yet calm and sometimes just downright silly. Sage is the curious one, a gray and white tabby cat with all the courage and cattitude! Quite mischievous, she will find her way into something and look at you with a quizzical “who meee?” look. She is likely to come headbutt, snuggle under an arm or elbow or to climb up on you and purring while she makes biscuits on your lap. If she feels like you are not paying her enough attention she will come and curl herself up beside you and chirp and trill at you until you give her pets. Houdini is an all black tiny panther who follows Sage and their foster brother around. He is very playful and likes to run and pounce (mainly on Sage) and has gotten much more comfortable chasing after flying feathers and red dots. He will let you pick him up and go all in for a snuggle, but he prefers a little solitude and loves to find a good hiding place to take naps when he has had enough human and cat interaction.  With that said, if he hears anyone else having any fun at all, he will come running.",2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,row_deleted
17960042,https://catcafebk.com/our-cats/?cat=17960042,Sam Molier & Misa N. Place,"11 Months 18 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Playful and snuggly brother and sister and restaurant works Sam Molier and Misa N. Place could not get any cuter (seriously, they tried). Rescued at a couple weeks old with their siblings, mom and aunt, these munchkins enjoyed several weeks of undivided attention from two cat and several human caretakers -- which means they have not only learned how to play like pros, but they have had a lot of cuddle practice. They are feisty, playful, funny and very loving. They are very bonded with one another and do everything together -- where one goes, the other follows. Both are very affectionate with their humans and they will take any opportunity to be right next to you wherever you are. Sometimes they can be a little mischievous and are very skilled at identifying hiding spots from which you will never be able to find them until they decide to come out of hiding and grace the world again with their happy presence! Sam and Misa love to wrestle and explore and keep each other entertained with their shenanigans and then pass out curled up together. They are good with kids and other cats and most likely would enjoy a friendly dog.",2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,row_deleted
18678913,https://catcafebk.com/our-cats/?cat=18678913,Sammy,"1 Year 0 Months "," Male",True,True,True,False,False,False,"Domestic Short Hair ",Sammy is an energetic and affectionate goofball. He runs around with a big smile on his face and loves chirping at birds. He’d be an incredibly companion for another young and playful cat or he can be adopted with one of his new friends at the cafe — we’d be happy to offer some suggestions!,2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18666840,https://catcafebk.com/our-cats/?cat=18666840,Scotty,"5 Years 2 Months "," Male",False,True,False,True,False,True,"Domestic Short Hair ","With dazzling golden eyes and a peaceful disposition, Scotty is a delightful companion with nothing but love to give. This guy loves a good nap and is happiest when he's getting head and chin pets. In between naps and pets, he likes to spend time on his scratch pad. Although he's not sure what to make of catnip, it sure does bring out his party side! If he isn't napping, exploring, by your side, or on his scratch pad, you might find him admiring his reflection in the mirror. Love this guy's confidence! At bedtime, he'll give you a quick goodnight cuddle before settling at your feet for the night. Scotty is super easy going, so if you don't want him in bed, he's likely to happily find another cozy spot. He is around five and would do best as an only cat. He may be ok with older children as long as they are gentle with him.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18666840,Scotty,"5 Years 4 Months "," Male",False,True,False,True,False,True,"Domestic Short Hair ","With dazzling golden eyes and a peaceful disposition, Scotty is a delightful companion with nothing but love to give. This guy loves a good nap and is happiest when he's getting head and chin pets. In between naps and pets, he likes to spend time on his scratch pad. Although he's not sure what to make of catnip, it sure does bring out his party side! If he isn't napping, exploring, by your side, or on his scratch pad, you might find him admiring his reflection in the mirror. Love this guy's confidence! At bedtime, he'll give you a quick goodnight cuddle before settling at your feet for the night. Scotty is super easy going, so if you don't want him in bed, he's likely to happily find another cozy spot. He is around five and would do best as an only cat. He may be ok with older children as long as they are gentle with him.",2023-02-27 22:49:46+00:00,False,False,True,False,False,False,False,False,False,False,False,False,True,row_modified
18468089,https://catcafebk.com/our-cats/?cat=18468089,Sebastian,"4 Years 6 Months "," Male",False,False,True,False,False,False,"Domestic Short Hair ","Add some spice to your household with Sebastian! He’s talkative, playful and loves head scratches. While he was initially cautious on arrival in his new foster home, after a few days Sebastian was exploring his new home with great curiosity. Once he has settled in, he is a confident, independent cat, who will rush to the front door to greet you the second you arrive home. He is also comfortable around visitors to the home and asks for pets and head scratches from his foster and strangers alike. Sebastian is good pals with his foster housemate Howard’s End and is eager to engage in playful zoomies and play wrestling with his fellow orange tabby buddy. Whether you’re looking to become a one-cat household or you have an FeLV cat who would like a companion, Sebastian is a cat who can do both if you have a little patience. One thing that might surprise you about Sebastian is his enormous appetite. He behaves around food as if he hasn’t eaten for a month (and won’t eat again for another month) and will try to sniff out and scavenge any food he can find. A counter surfer at heart, he will even eat vegetables you might usually expect cats to turn their noses up at. Peas? Yup! Green beans? Yes please! Once a street cat, always a street cat! Because Sebastian has FeLV, he can only be around other FeLV cats, but he is visibly healthy with no outward signs of FeLV. He will have the best chance at living many more years in a caring home with a proper diet.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18468089,Sebastian,"4 Years 7 Months "," Male",False,False,True,False,False,False,"Domestic Short Hair ","Add some spice to your household with Sebastian! He’s talkative, playful and loves head scratches. While he was initially cautious on arrival in his new foster home, after a few days Sebastian was exploring his new home with great curiosity. Once he has settled in, he is a confident, independent cat, who will rush to the front door to greet you the second you arrive home. He is also comfortable around visitors to the home and asks for pets and head scratches from his foster and strangers alike. Sebastian is good pals with his foster housemate Howard’s End and is eager to engage in playful zoomies and play wrestling with his fellow orange tabby buddy. Whether you’re looking to become a one-cat household or you have an FeLV cat who would like a companion, Sebastian is a cat who can do both if you have a little patience. One thing that might surprise you about Sebastian is his enormous appetite. He behaves around food as if he hasn’t eaten for a month (and won’t eat again for another month) and will try to sniff out and scavenge any food he can find. A counter surfer at heart, he will even eat vegetables you might usually expect cats to turn their noses up at. Peas? Yup! Green beans? Yes please! Once a street cat, always a street cat! Because Sebastian has FeLV, he can only be around other FeLV cats, but he is visibly healthy with no outward signs of FeLV. He will have the best chance at living many more years in a caring home with a proper diet.",2023-02-27 22:49:46+00:00,False,False,True,False,False,False,False,False,False,False,False,False,True,row_modified
18732089,https://catcafebk.com/our-cats/?cat=18732089,Shadow,"3 Years 4 Months "," Female",False,False,False,False,False,False,"Domestic Short Hair ",Shadow is a very loving cat. She demands attention and loves to get pets. She will talk back if you talk to her. She loves eating fancy feast gravy cat food and loves to watch mice videos on the computer. She will do best in a home with no other cats.,2023-01-22 19:13:48+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18949220,https://catcafebk.com/our-cats/?cat=18949220,"Shallot, Arrowhead & Water Chestnut","3 Months 24 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Shallot, Arrowhead, and Water Chestnut are total and complete goofs. They are little bundles of energy that love to run around and play with each other until they are exhausted, and then they take a long nap piled on top of each other in their cat bed. Shallot is a tabby girl with a white stripe on her face and is definitely the leader of the pack. She loves stuffed mice toys and especially loves the laser pointer. Now and then she gets in a cuddly mood and wants nothing more than to snuggle up to your face. Arrowhead is a tabby wit a white “mountain” pattern on his face. He sometimes still gets jumpy and runs away when he sees his fosters coming, but when he’s feeling brave and they pet him, he starts purring right away. He loves to play with his sisters, and he even likes to cuddle with his humans at night. Water Chestnut is the gray girl. She tends to be a bit calmer than her brother and sister, but when she’s in the mood she’ll play and run around with them too. She’s an expert at finding the coziest looking spots to sleep. If you pick her up she’ll let you hold her for as long as you’ll rub her tummy. These three kittens are sweet, silly, and playful. They’d be great in any home that’s ready to embrace their energy and give them lots of love and attention. They can be adopted as a trio, two of them as a pair, or one of them with another kitten their age. All three are equally friends and will be happy as long as they have a playmate.",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18949220,Shallot & Water Chestnut,"4 Months 29 Days "," Female",False,True,True,False,True,False,"Domestic Short Hair ","Shallot, Arrowhead, and Water Chestnut are total and complete goofs. They are little bundles of energy that love to run around and play with each other until they are exhausted, and then they take a long nap piled on top of each other in their cat bed. Shallot is a tabby girl with a white stripe on her face and is definitely the leader of the pack. She loves stuffed mice toys and especially loves the laser pointer. Now and then she gets in a cuddly mood and wants nothing more than to snuggle up to your face. Arrowhead is a tabby wit a white “mountain” pattern on his face. He sometimes still gets jumpy and runs away when he sees his fosters coming, but when he’s feeling brave and they pet him, he starts purring right away. He loves to play with his sisters, and he even likes to cuddle with his humans at night. Water Chestnut is the gray girl. She tends to be a bit calmer than her brother and sister, but when she’s in the mood she’ll play and run around with them too. She’s an expert at finding the coziest looking spots to sleep. If you pick her up she’ll let you hold her for as long as you’ll rub her tummy. These three kittens are sweet, silly, and playful. They’d be great in any home that’s ready to embrace their energy and give them lots of love and attention. They can be adopted as a trio, two of them as a pair, or one of them with another kitten their age. All three are equally friends and will be happy as long as they have a playmate.",2023-02-27 22:49:46+00:00,False,True,True,True,False,False,False,False,False,False,False,False,True,row_modified
18663589,https://catcafebk.com/our-cats/?cat=18663589,Shiitake & Reishi,"7 Months 21 Days "," Male",False,True,True,False,True,False,"Domestic Short Hair ","Shiitake and Reishi are loving, look-alike brothers with distinct personalities that make the perfect pair. Shiitake is eager one for pets and food, wrapping himself around your legs to always ask for more. Reishi is more laid back , calm and sweet, quietly loving pets. Shiitake is very curious and adventurous while Reishi is more independent and easily entertains himself with a good box — on top or inside, big or small, he will find a way to make good use of any leftover box. There are a few things these boys have in common including a devotion to treats, a love for playing together and a deep appreciation for cuddling on a sunny spot on the couch. These smart brothers are learning how to do tricks! Although still in the early stages of their training, they have already mastered how to sit. Bring these boys home and teach them their next trick!",2023-01-22 19:13:48+00:00,https://catcafebk.com/our-cats/?cat=18663589,Shiitake & Reishi,"8 Months 26 Days "," Male",False,True,True,False,True,False,"Domestic Short Hair ","Shiitake and Reishi are loving, look-alike brothers with distinct personalities that make the perfect pair. Shiitake is eager one for pets and food, wrapping himself around your legs to always ask for more. Reishi is more laid back , calm and sweet, quietly loving pets. Shiitake is very curious and adventurous while Reishi is more independent and easily entertains himself with a good box — on top or inside, big or small, he will find a way to make good use of any leftover box. There are a few things these boys have in common including a devotion to treats, a love for playing together and a deep appreciation for cuddling on a sunny spot on the couch. These smart brothers are learning how to do tricks! Although still in the early stages of their training, they have already mastered how to sit. Bring these boys home and teach them their next trick!",2023-02-27 22:49:46+00:00,False,False,True,False,False,False,False,False,False,False,False,False,True,row_modified
