cat_id,url,cat_name,age,gender,cafe_cat,kid_approved,dog_approved,companion_cat,bonded_pair,single_cat,type,description,system_import_at
19475309,https://catcafebk.com/our-cats/?cat=19475309,Hazey & Gooey,3 Months 7 Days ,,False,False,False,False,True,False,Domestic Short Hair ,"Hazey and Gooey are classic kittens in the very best sense. Hazey is a handsome cow-colored kitten who loves to longingly gaze into your eyes while purring to express how much he loves hanging out with you. Gooey’s the adorable tuxedo with a white triangle on her face, heartbreaking green eyes, and precious white socks (including one knee sock in the back). Hazey loves hunting (a ball, his sister, his own tail) and is a fearless explorer. Gooey is a little more aloof and independent, but loves to wrestle with her brother, chase string, and run around the bathtub. She’s also a renowned biscuit maker whose work ethic will wow you—even when tired, she still takes the time to knead. When they’ve spent their energy, they like nothing more than to curl up on your lap or intertwined together on the couch. They love pets, and Gooey likes some light bonks on the butt. Gooey also likes to simulate her own waterpark experience by splashing around in her water bowl sometimes, something Hazey doesn’t understand the appeal of. These babies are still figuring out scratching and biting, like all kittens, but they’re smart and respond well to distraction with a toy. They’re impossible not to fall in love with!",2023-07-08 17:41:14+00:00
18542746,https://catcafebk.com/our-cats/?cat=18542746,Heater Howard,4 Years 1 Month , Female,False,False,False,True,False,True,Domestic Short Hair ,"Heater Howard is a sweet orange lady who loves playing with yarn and cardboard boxes. Her absolute favorite toy is her laser toy. She adores getting brushed and enjoys lots of pets. Her favorite activities include snoozing, getting the zoomie, and hanging out wherever you’re at. Heater Howard has FeLV, so needs to be adopted as a single cat or with another FeLV cat – however, we think that Heater would be happiest as a single. Although most cats with FeLV have a much shorter lifespan than other cats, Heater is currently healthy and would be so happy to find her forever home. We would be happy to answer any questions that you have about FeLV.",2023-07-08 17:41:14+00:00
19426351,https://catcafebk.com/our-cats/?cat=19426351,Heavy Howard,3 Years 1 Month , Male,False,False,False,True,False,True,Domestic Short Hair ,"Heavy Howard is the best biscuit maker in Brooklyn. He’s an adorable three-year old boy who is ready to shower his new family with lots of cuddles and love. Howard was a street cat in his former life, but other than believing he can explore your spice cabinet undetected, he seems to be adjusting well to a life full of napping on blankets and meowing loudly when he’d like your attention. Howard is a friendly boy who does well around old and new friends alike! He’ll fall asleep on anyone (especially if your lap is lined with a blanket/tshirt/something to his liking). You always know when Howard is around because you can hear his purrs from a mile away! He’d do well in a household where his family loves both sides of him: his rambunctious laser boy personality before bed and his floppy, cuddly daytime personality. Howard would be the perfect addition to a loving household!",2023-07-08 17:41:14+00:00
19062358,https://catcafebk.com/our-cats/?cat=19062358,Hector,2 Years 5 Months , Male,True,False,False,True,False,True,Domestic Short Hair ,"Hector would like some attention please! He loves hanging out around humans and being at the center of whatever is going on. Hector can be playful, but his favorite activities are keeping an eye on affairs outside from the windowsill and getting scratched between his ears. He can sometimes get a little overwhelmed and will make sure to let you know with his thumping tail, but if you ignore that he may get overly stimulated and nip or scratch, so it’s important that whoever interacts with him knows to back off when he needs some space.",2023-07-08 17:41:14+00:00
19079653,https://catcafebk.com/our-cats/?cat=19079653,Honey,14 Years 4 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Now is your chance to say “Honey, I’m home!” This petite tortie will be there to great you with a stop, drop and roll! Honey loves catnip and wand toys, as well as a good scritching. She prefers human company over the company of other cats and would do best as the only cat in the house. While she’s not much of a lap cat, she does love to be near her humans at all times. She will follow you into the kitchen when you get up to get a snack, and is happy to share your work chair or your bed, or just curl up nearby, wherever you happen to be at the moment. Honey is quite vocal and will often treat her humans to a throaty meow and a hearty rumbling purr. Honey has a thyroid condition that is easily managed with a small and inexpensive pill placed in her food or in a treat twice daily.",2023-07-08 17:41:14+00:00
19189785,https://catcafebk.com/our-cats/?cat=19189785,Huck & Norma,2 Years 2 Months ,,False,False,False,False,True,False,Domestic Short Hair ,"Huck & Norma were left alone in a Bronx apartment when their family moved out at the end of March 2023. Their loss, because Huck and Norma are the sweetest pair you’ll ever see! This brother and sister duo spend their days playing with mouse toys and watching out the windows, and spend their evenings snoozing away. Huck the best big brother any cat could ask for. Whenever Norma gets lonely, she meows for some love and attention. Huck will get up from whatever he’s doing and run to her. They nuzzle for a bit and will then play or take a nap together. When he’s not doing brotherly duties, Huck is a total love bug. He loves to curl up next to his people and quietly purrs with a big smile. Norma is the shyer of the two and has been working very hard to become more courageous. She’s a small lady who loves her brother more than anything, and her mouse toy is a close second. She follows her people around the apartment and is more than happy to take a nap a few feet away. She’s still a little skittish in general, but has come a long way with her fosters and has grown into a curious and friendly cat. These two cats are bonded and must be adopted together -- applications for just one of them will not be processed.",2023-07-08 17:41:14+00:00
18950721,https://catcafebk.com/our-cats/?cat=18950721,Hurricane & Tsunami,9 Months 6 Days ,,True,True,True,False,True,False,Domestic Short Hair ,"Hurricane is a super brave and friendly little boy. He loves to run around and attack anything left on the floor when he has the zoomies. He adores people and his big foster brother, and will follow both of them around, sometimes getting a bit under foot in his quest for attention. He’ll cuddle up to you and purr for pets, and when it’s time to sleep there’s nothing he enjoys more than a warm lap. Tsunami is much shyer than her brother, but her trust is easy to earn with treats and playtime sessions. She loves to chase a feather on a stick and play hide and pounce with Hurricane. She’s not quite a lap cat (yet!) but once she gets to know you she will happily accept pets at nap time, often flopping over to purr when she finally lets her guard down and remembers she loves to be pampered. Because of her white face and pink lips she looks like she’s got a permanent blep, which is just adorable.",2023-07-08 17:41:14+00:00
19454055,https://catcafebk.com/our-cats/?cat=19454055,Ivy,1 Year 6 Months , Female,True,False,False,False,False,False,Domestic Short Hair ,"If you’re looking for the purrfect playful kitty, look no further than Ivy! Ivy is a small-but-mighty, super rambunctious and sweet cat who’s ready to fill your home with love. From chasing toy mice to hunting down the fruit fly in your apartment, Ivy is eager to play and have fun. She’ll greet you at the door when you come home, ready for her dinner. She also enjoys a good sleep, whether that’s in your closet or curled up next to you in bed. Ivy likes to explore and investigate everything, but she stays careful and does her best not to knock anything over (with a 90% success rate). She’s sure to bring a ton of positive energy to your home - life will never be boring with Ivy!",2023-07-08 17:41:14+00:00
18892061,https://catcafebk.com/our-cats/?cat=18892061,Jack & Janet,7 Years 11 Months ,,False,False,False,False,True,False,Domestic Short Hair ,"Jack and Janet are the cutest tuxedo cats that you’ll ever meet. These siblings love cuddles and scritches and curling up with humans. Jack is a gentle grey boy. Although shy around strangers, when you’re cozy in bed, he’s the bravest cat around! Jack loves to crawl in bed with you and snuggle up and you can hug him to sleep. Janet is a well-mannered lady. She’s always lounging around, and is undisturbed around strangers. You can find her sitting on high surfaces, chilling and enjoying the sun. If she’s feeling cozy, she will put on a show for you by rolling around with her body all stretched out.",2023-07-08 17:41:14+00:00
18724899,https://catcafebk.com/our-cats/?cat=18724899,Jackson Galaxy & Liberty,1 Year 1 Month , Male,False,True,True,False,True,False,Domestic Short Hair ,"Liberty can be a bit shy at first, but energetic and spunky when he gets to know you. He loves to run around and explore when he thinks you’re not looking, and will wage fierce hour long battles with dangling toys. He is a loving protector of his bonded brother, Jackson Galaxy. Jackson Galaxy is a hide-and-seek master, who loves to keep an eye on his humans from his latest hidey-hole. A true proximity-puss, he doesn’t like it when you get too close, but his beautiful eyes will always keep you in sight.",2023-07-08 17:41:14+00:00
19079753,https://catcafebk.com/our-cats/?cat=19079753,Kenya,1 Year 5 Months , Female,False,False,False,False,False,False,Domestic Short Hair ,"Petite and gorgeous Kenya has big ears and a curious and playful demeanor. She’s still a kitten at heart, and she loves to explore and sniff every nook and cranny. Her favorite thing might be chasing a toy ball (or really a rolled-up ball of foil will do) – she can bat it around the apartment and entertain herself for hours! She’s skittish at first, so you’ll have to win her trust, but isn’t that true of all meaningful relationships? Once comfortable, you’ll find a real sweetheart who loves to rub her chin against your hand and rub all over your legs for pets. She might enjoy a feline friend who is a bit braver and can help her feel safe and loved.",2023-07-08 17:41:14+00:00
19140508,https://catcafebk.com/our-cats/?cat=19140508,Kiki & Jiji,8 Months 18 Days , Male,True,False,False,False,True,False,Domestic Short Hair ,"Kiki and Jiji are a bonded pair of brothers who love to cuddle. Though a bit reserved at first, it doesn’t take long for them to get comfortable and request snuggles.  Kiki (grey) is outgoing and adventurous — he loves to play and doesn’t mind being picked up. Jiji is a bit shyer, but start to pet him and he will purr like crazy.",2023-07-08 17:41:14+00:00
19380732,https://catcafebk.com/our-cats/?cat=19380732,Lavender Haze,4 Years 6 Months , Female,False,False,False,False,False,False,Domestic Short Hair ,"Lavender Haze is an adorable girl rescued from a hoarding situation with over 60 cats. After having spent so much time being one of many, she’s ready to be able to keep all of her peoples’ attention for herself. Lavender is low key, low maintenance, and independent cat. She isn’t the kind of cat who will run up to you, begging for attention, but she likes to be pet if offered! What she can’t resist is meal time; tasty treats are her favorite. She is curious and playful in short bursts, and after each mini expedition she returns to her favorite nooks and sleeping spots. Because Lavender haze lived in a home with so many other cats, we’re unsure how much interaction she’s had with humans. Because of this, she is uncomfortable with certain things like being picked up and held. It’s possible that this will change over time, but she needs an adopter who’s willing to follow her lead and respect her boundaries. Lavender haze is the polite roommate you’ve always wanted! This cat will need dental surgery sometime in the near future – we’re happy to tell you more if you’re interested in adopting!",2023-07-08 17:41:14+00:00
19283751,https://catcafebk.com/our-cats/?cat=19283751,Leaflet & Wallaby,5 Months 11 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Leaflet & Wallaby can bring all that and more. Leaflet (calico) might be tiny but her mighty personality makes up for that. She’s always looking for cuddles and hugs but even more so looking for the next toy to pounce. She’s got the gift of gab so there will never be a boring moment with her around. Wallaby (black) is a little more reserved but once you’ve got him in your arms, he becomes an instant purr machine. He balances Leaflet out, but do not let his calm demeanor fool you – once a toy catches his eye, he’s ready to let his inner panther out. They’ll play and pounce with each other and once you have a churu snack out, they’ll come running to you with their ears perked up. They are each other's cuddle buddies and would love for you to join the club too.",2023-07-08 17:41:14+00:00
19471381,https://catcafebk.com/our-cats/?cat=19471381,LeeLoo & Korben,5 Months 2 Days ,,False,False,False,False,True,False,Domestic Short Hair ,"LeeLoo Dallas Multipass (all black, girl) and Korben My Man(black and white, boy) are active, curious, playful kittens rescued from a backyard in Brooklyn. They were seen always playing and full of joy outside. They are still a bit shy (they can be handled but it is not their favorite yet), but, they will do anything for toys and treats. LeeLoo, like her namesake, “gets” humans the least right now. Both are engaged, walk forward towards people, and are only skittish about being picked up (but they can be). Both live big cats!",2023-07-08 17:41:14+00:00
19380745,https://catcafebk.com/our-cats/?cat=19380745,Linzer,6 Months 29 Days , Male,False,False,False,False,False,False,Domestic Short Hair ,"Meet Linzer, the epitome of cuteness! He’s seeking his forever human and feline companion (or two!). With his irresistible charm and playful nature, Linzer is sure to melt your heart and become your lifelong best friend. Linzer is a social butterfly who effortlessly gets along with his siblings and the adult foster siblings in his current home. Whether it's engaging in friendly wrestling matches or snuggling up for a cozy nap, Linzer cherishes every moment spent with his furry companions. When he's not showing off his wrestling moves, Linzer's eyes light up at the sight of wand toys, catnip-filled treasures, and even the simplest objects on the floor that become instant playthings. He'll keep you entertained for hours with his infectious enthusiasm. Linzer's love for cuddles is just as strong as his love for playtime. He adores being picked up and will lovingly nuzzle you, signaling his desire for affectionate pets. At bedtime, Linzer takes his role as a warm and cozy companion seriously, opting to sleep next to you or gently curl up on top of you, ensuring your nights are filled with comfort and purrs. Linzer needs to go to a home with a young feline friend. Are you ready to open your heart and home to this enchanting little furball? Linzer awaits the purrfect match who can give him the love, care, and companionship he truly deserves. Adopt Linzer today and experience the boundless joy he brings into your life.",2023-07-08 17:41:14+00:00
19203914,https://catcafebk.com/our-cats/?cat=19203914,Lois & Mabel,1 Year 2 Months ,,True,False,False,False,True,False,Domestic Short Hair ,"Sweet Lois and her sassy son Mabel came from a less than great housing situation. While Lois was quick to relax and request love, her teenage son Mabel seems to be holding on to a bit more baggage. Lois is immediately comfortable in new situations and is a great role model for Mabel — who is making lots of progress! This bonded pair gets along well with other cats.",2023-07-08 17:41:14+00:00
18844560,https://catcafebk.com/our-cats/?cat=18844560,Lucky Penny & Flour Sack,11 Months 24 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Lucky Penny and Flour are your typical odd couple. Lucky Penny is a happy go lucky ginger, always ready for a treat. Handsome and charming, his favorite spot is curled up next to you on the couch. He loves to play and a ribbon will keep him entertained for a long time. Flour is a wonderful ball of floof. She is slowly coming out of her shell and will settle down near you. She does enjoy scritches and belly rubs on her own terms.",2023-07-08 17:41:14+00:00
19079261,https://catcafebk.com/our-cats/?cat=19079261,Luke & Lionel,1 Year 3 Months , Male,True,False,True,False,True,False,Domestic Short Hair ,"Luke and Lionel are a dashing pair of bonded brothers — always tumbling, wrestling and snoozing together. Lionel (white chest) is a Churu-obsessed social butterfly. This goofy guy is an energizer bunny for attention, constantly wrapping around legs and demanding scritches. Luke is a bit more reserved and polite (definitely the brains of the operation), but will never turn down a treat — he may even show off his belly if he’s feeling particularly comfortable. He adores wand toys, particularly stealing them and racing around the room.",2023-07-08 17:41:14+00:00
18961099,https://catcafebk.com/our-cats/?cat=18961099,Macky,1 Year 9 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Mackey is an absolute star — once a lady of the streets, she is fully ready for a life of luxury in a warm home. She will meet you when you get home and let you know when she is ready to eat dinner, just in case you forget. She will be curious of your human food, with little respect to personal space and cozy herself onto you like her personal jungle gym. But don't get too comfortable with it because you'll only have a few seconds before you lose a cube of cheese or piece of turkey to her tiny mouth. She survived outside for about a year so she is quick and sneaky. Macky has a heart murmur and we're happy to talk more about with this entails.",2023-07-08 17:41:14+00:00
16547285,https://catcafebk.com/our-cats/?cat=16547285,Marcelline & Marjorie,9 Years 4 Months , Female,True,False,False,False,True,False,Domestic Short Hair ,"Marcelline and Marjorie are an incredibly bonded, very shy pair of best friends. They are around 7 years old and have lived inside for many years, but are still very wary of getting too close to humans. They appreciate us for opening cans of food and cleaning the litterbox, but in general, they would prefer if we would stop trying to pet them. That said, we are obsessed with them. They are favorites of many of the cafe volunteers and we all spend a lot of time admiring them (albeit from afar). They are adored by all of the other cats. M+M are head over heels for each other and are rarely seen apart. When one is peckish, they both saunter over to the buffet together. When one needs a nap, the other will either join in on the snooze or sit nearby to monitor the situation. These calm (and somewhat chubby) besties would be a very easy-going pair of cats to keep you company without smothering you with too much attention.",2023-07-08 17:41:14+00:00
18995059,https://catcafebk.com/our-cats/?cat=18995059,McChicken & Sausage Burrito,11 Months 3 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"McChicken and Sausage Burrito are extraordinarily cuddly and friendly. They love cuddles, kisses and scritches — and boy, do they love to play! Sausage Burrito is the runt of the litter, but don’t let her size fool you. She can wrestle with the best of them and could race a greyhound. She loves scritches on her tiny head and pets and cuddling. McChicken is extremely, extremely affectionate. He has a bit of scarring on his eyes due to previous eye infections, but that doesn’t matter as all he sees is love! His joy and zest for life is infectious. These kittens have lots of love to give. Since they are gentle and quite hardy, they would do well with conscientious children.",2023-07-08 17:41:14+00:00
17700703,https://catcafebk.com/our-cats/?cat=17700703,Melman,5 Years 6 Months , Male,False,False,False,False,False,False,Domestic Short Hair ,"To know Melman is to love him. Named after a giraffe due to his colors and length, this guy is just ready for affection and attention. He has a way of hugging you while you hold him and nestling into your neck. Melman is friendly, outgoing, affectionate, cuddly — and occasional suffers from outbreaks of single kitten/fratboy jerk syndrome. He loves to to explore and climb furniture and make sure nothing is precariously placed (such a helpful guy!). He follows his foster around the apartment when not receiving enough attention. He enjoys other cats, but has emphatically declined to share their home with any dogs. Although we don’t know his history, we suspect that Melman was raised as a single kitten and taught to play rough — which is why he is just now learning appropriate play behavior. While he does need his 20 hours of beauty sleep, he is otherwise pretty active and needs space and an appropriate cat companion for a good chase or wrestling match. Melman is generally kind and cuddly with humans (he is a total snuggle bug), but can get nippy without enough stimulation. When he decide it’s time to wrestle and play rough, he will happily choose you if not redirected to the appropriate playmate / cat toy with potentially painful consequences. Melman needs to go to an experienced home with someone who is able to understand and pay attention to cat body language and willing to create structure and boundaries AND with an active and assertive adult cat with similar play instincts and energy. No kids.",2023-07-08 17:41:14+00:00
18692297,https://catcafebk.com/our-cats/?cat=18692297,Mia & Jules,1 Year 3 Months ,,False,False,True,False,True,False,Domestic Short Hair ,"These siblings are the perfect sweet and sassy duo. They enjoy playing soccer with their catnip toys, chasing a laser, and zooming through the apartment with the cutest gallops. They are very treat motivated and will do cute tricks (like going for their scratching post instead of the couch) if they are rewarded. Mia (grey) is a curious and playful girl who loves to stalk toys around the apartment and chase her brother around when she’s bored. She is a real model who will strut around the apartment like it's her runway and show off her adorable white tail tip. She loves cuddles but on her own terms and will come up to you when she’s in the mood. Otherwise, she’ll curl up in her spot under the coffee table and nap the afternoon away at your feet while you work from home. Jules (tabby) is not the sharpest tool in the shed but more than makes up for it with his cuteness. He lets his sister take the lead on meeting new people or exploring bags and boxes that come into the apartment, but once he knows it’s safe, he’ll come out and investigate for himself too. Once he knows and trusts you, he will jump right up into your lap and purr loudly to express his love. Mia and Jules are both still a little bit skittish when it comes to loud noises or humans approaching them, but once they spend some time with you, they open up to become the cutest love bugs. They would probably do best in a calm and patient home so they can get to know and trust you in their own time.",2023-07-08 17:41:14+00:00
19380741,https://catcafebk.com/our-cats/?cat=19380741,Midnight Rain,5 Years 6 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Midnight Rain is a precious and adorably awkward girl rescued from a hoarding situation. She does enjoy other cats, but after having spent time with so many she also values her alone time. Her favorite thing is food! She loves food so much that she sometimes needs a little help getting out her energy before meal time. Having a play session prior to eating helps her burn away that excess energy so she can enjoy her food, and so she might be a little more patient while you’re preparing it. Midnight Rain loves scritches and pets in short bursts, but make sure you check with her both before and during so she doesn’t get overstimulated. As you get to know her, you’ll be able to understand her body language so you’ll have a better idea of when she’s up to being pet and when she’d prefer some space. Because of this, she’d do better in a home without any kids. Curious and playful and a bit timid, Midnight Rain would be a wonderful companion. She would especially appreciate if she could have another feline friend to bond with",2023-07-08 17:41:14+00:00
19471030,https://catcafebk.com/our-cats/?cat=19471030,Mix,7 Months 29 Days , Female,True,False,False,False,False,False,Domestic Short Hair ,"With her loving personality and adorable meow, Mix is sure to bring joy to her forever home. Her personality traits are well-balanced—curious, but not nosy; introverted, but loves belly rubs; independent, but trained to meow at your feet if she wants food (rather than stealing)! She can’t wait to greet you at the door after a long day, and her acrobatic skills (read - backflips) will quickly come to display upon the jingle of her favorite wand toy. This cat needs to be adopted with a friend that's close in age -- applications for them as a single cat will not be answered.",2023-07-08 17:41:14+00:00
19426402,https://catcafebk.com/our-cats/?cat=19426402,More Cowbell,2 Years 11 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"We are pleased to introduce – More Cowbell! This mama has finished raising her most recent litter and is thrilled to be a dependant-free cat again. Named because of her cow-like coloring, this little lady also has the disposition of a cow; she is gentle, curious, playful, and constantly hungry. Wherever you are is where Cowbell wants to be – even if you are showering, she prefers to be perched on the toilet lid where she can keep an eye on you. If you work from home, she’ll hop right on your desk, or supervise from a nearby chair. When in the modd she loves to play, especially with hairties (which her foster parents have to keep taking away!) More Cowbell would likely do well with other cats/dogs/kids. As long as you keep feeding her, she will be happy happy happy!",2023-07-08 17:41:14+00:00
19189616,https://catcafebk.com/our-cats/?cat=19189616,Mr. Gabby,3 Years 5 Months , Male,False,True,True,True,False,True,Domestic Short Hair ,"Mr. Gabby is a small, adorable little goofball. He’s very sweet and friendly and immediately got along with his foster’s other cat. He has no reservations when it comes to exploring the space, eating, and sleeping right at the foot of the bed on the second day. But don’t worry, he’ll wait until his human is up before he starts meowing and begging for food as if he hasn’t eaten before. He has a soft spoken meow that will melt your heart. Mr. Gabby is not shy at all and will get right up in your business demanding rubs and scratches. He doesn’t mind being picked up and is cool with basically everything. He isn’t even afraid of the vacuum! Mr. Gabby was found wondering streets in East New York. He's delighted to be an indoor cat now, and anyone would be lucky to have this sweet boy. This cat may need dental surgery sometime in the near future – we’re happy to tell you all about it.",2023-07-08 17:41:14+00:00
19471048,https://catcafebk.com/our-cats/?cat=19471048,Mulch & Miracle Gro,3 Months 9 Days , Female,False,False,False,False,True,False,Domestic Short Hair ,"Mulch and Miracle Gro are two female kittens with lots of energy and lots of love to give. Mulch is brown, black and white and extra fluffy. Her fluff is like petting a cloud and she purrs easily when given attention. She can be a bit timid when she’s on her own but when she follows Miracle Gro’s lead she gains confidence. Miracle Gro (black and white), although the smaller of the two, is the bravest. Miracle Gro loves to explore and goes on adventures with Mulch where she confidently leads the way. She is an athletic little jumper and fearlessly explores surfaces at all heights. She also loves to jump up to laps and shoulders and provides an abundance of nose boops. Together Mulch and Miracle Gro entertain each other endlessly with their kitten antics and when they get sleepy they cuddle up together in a cozy spot. When they lose each other they call out with cute squeaky meows. Both kittens adore meal times and show their appreciation with head butts and rubs.",2023-07-08 17:41:14+00:00
19130498,https://catcafebk.com/our-cats/?cat=19130498,Nasi & Lemak,8 Months 16 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Nasi and Lemak are a perfect pair of kittens. Nasi is outgoing and quick to make friends. He loves to play and demands lots of scritches. Lemak is a bit more reserved, but a huge snugglebug once comfortable. Lemak has a scarred cornea and a nubby tail, but she doesn’t let that stop her from following after Nasi and exploring their surroundings. This bonded pair cuddle together one minute and then wrestling and go crazy the next!",2023-07-08 17:41:14+00:00
19048787,https://catcafebk.com/our-cats/?cat=19048787,Nermal,8 Years 4 Months , Female,True,False,False,True,False,True,Domestic Short Hair ,"Meet Nermal, your new cuddle buddy! She has a fine taste for full-body massages and purrs like a boiling pot when you hit her spot. This lady also has a wide, robust face with a dainty nose and will adore lounging on your lap and getting all the rubs on her fluffy snowy belly. Despite being a softie, she’s got muscular limbs, especially in the triceps, and a stubborn attitude about staying right next to you. She is almost definitely an introvert who loves her long naps but is always trusting and affectionate any time you approach her and offer your pets as tribute and your own body as a lounging spot. Nermal would flourish in a quiet home and enjoy a calm companionship. Nermal recently had eye surgery to remove her left eye and is recovering very well!",2023-07-08 17:41:14+00:00
18924717,https://catcafebk.com/our-cats/?cat=18924717,New Jack City,3 Years 7 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,New Jack City is a bundle of curiosity. He will explore every nook and cranny of whatever room he is in and squeeze himself into spots you wouldn’t think possible. He will follow you around and jump into your lap whenever given the opportunity. He will purr the moment that you walk into the room and adores pets.,2023-07-08 17:41:14+00:00
18988012,https://catcafebk.com/our-cats/?cat=18988012,Ocean Pacific,1 Year 3 Months , Male,False,True,True,True,False,True,Domestic Short Hair ,"Ocean Pacific is a social and playful cat who loves treats and scritches! OP likes to be where the action is - if the doorbell rings he’s the first one to the door and he always gives cuddly greetings to guests. When he’s not holding court, he's quite happy to curl up beside you on the couch, or lounge in any warm spot he can find. One of his favorite moves is to stretch out on the kitchen floor in hopes he can convince you to shake out a few treats! He’s a great balance of cat napping laziness and mischievous fun. He loves a good toy mouse chase and keeps himself very busy with catnip balls…but be warned - he does sometimes hide behind a doorway or the drapes to pounce on an unsuspecting foot walking by! Ocean Pacific has FeLV, so needs to be adopted as a single cat or with another FeLV cat. Although most cats with FeLV have a much shorter lifespan than other cats, Ocean Pacific is currently healthy and would be so happy to find his forever home. We would be happy to answer any questions that you have about FeLV.",2023-07-08 17:41:14+00:00
17938672,https://catcafebk.com/our-cats/?cat=17938672,Oni & Gogmagog,1 Year 9 Months , Male,False,True,True,False,True,False,Domestic Short Hair ,"Oni and Gog have been with the rescue for about a year. They started off as kittens rescued from a hoarding situation, a little scared and understandably skittish. However they have truly blossomed into the sweetest (giant) babies. Gog (black nose) is bigger than most people’s laps, though he is happy to be plopped onto a friend and petted to his heart’s content. He is a big cuddler, bed sleeper, and belly rub lover. He is very large but has a tiny and perilously cute meow. Oni loves to play with his toys (and Gog!) He is quite the curious rapscallion. It takes about a day more to gain Oni’s trust, smart boy, but once he knows that you are the source of food and pets he will be a loyal companion. His fur is very soft and he enjoys pets around his cheeks and forehead. It is truly a joy to come home to these big lovable lugs every day. They would do best in an adult household that has experience with cats, but currently no other pets. They are on a special diet due to their sensitive tummies, and we'd be happy to tell you all about that.",2023-07-08 17:41:14+00:00
19467183,https://catcafebk.com/our-cats/?cat=19467183,Orange Ollie,3 Years 3 Months , Male,False,False,False,False,False,False,Domestic Short Hair ,"Orange Ollie is the sweetest orange cat who loves to snuggle and sleep all day! Currently he's a solo cat in a foster home and has found home life is very agreeable to him! He loves people and will plop down to greet you and show you his belly the second you come home. Ollie loves to sleep on your chest or around your neck, but he does get a little over stimulated and needs some fun toys to keep him distracted! His appetite has grown since being fostered, and he loves meal time. He is very quiet and never makes much noise, but will give a happy meow when you come home once in a while! If you’re looking for a cute companion good with all humans, look no further than Ollie!",2023-07-08 17:41:14+00:00
18950699,https://catcafebk.com/our-cats/?cat=18950699,Parfum,8 Years 6 Months , Male,False,True,False,True,False,True,Domestic Short Hair ,"Parfum is the sweetest cat and all he wants is to be loved! He started having full conversations with his foster on his drive home and hasn’t stopped since. This oh so sweet boy loves belly rubs (his sweet spot), chin scritches and being held like a baby and is so affectionate he doesn’t mind being smothered in kisses. He will get into your lap every once in a while, but most of the time he is glad to just be by your side, especially when sleeping. He is a very active and busy biscuit maker and spends the rest of his time meowing for attention, asking for treats or snoozing in a comfy spot. Parfum is in need of dental surgery.",2023-07-08 17:41:14+00:00
19361288,https://catcafebk.com/our-cats/?cat=19361288,Peaches,5 Years 5 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Peaches is a sweetest 5-year-old lady who enjoys lounging around, sleeping on soft blankets, and keeping a watch out the window. Before you know it, she will be sitting on your lap while you work and circling around your legs when you enter the room. She is a purr machine and loves her scratching post and bumble bee toy. Peaches is very curious and always wants to know what's happening around her but can be easily startled by sudden movements and sounds. Peaches has the fluffiest belly and biggest stretches and is ready for her forever home as a single cat.",2023-07-08 17:41:14+00:00
19191161,https://catcafebk.com/our-cats/?cat=19191161,Pebble,7 Years 6 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Pebble used to live at a bodega where he didn’t receive a lot of affection or enough food and is very happy to be safe, loved and well fed. Although he can be a bit tense at first, with patience and time, he is relaxing more every day. He loves loves loves toys, or any item he can turn into a game! He is obsessed with chopsticks and loves skittering them on the floor and carrying them proudly in his mouth like a stick. He also loves giving leg rubs, enjoys pets when he is relaxed and is showing signs of wanting to cuddle more. Pebbles needs a quiet home without other pets.",2023-07-08 17:41:14+00:00
17539613,https://catcafebk.com/our-cats/?cat=17539613,Petra & Paula,2 Years 1 Month , Female,False,True,False,False,True,False,Domestic Short Hair (short coat) ,"Petra and Paula are nearly identical tuxedo sisters! They were rescued with a third sibling in the Sheepshead Bay area, where these three kittens were trying to survive in the back of a medical office, hiding under the porch. They are healthy, playful and moderately active. They both love to be around people and to play with each other and other cats. They are spayed, free from parasites, , vaccinated, tested negative for FIV/FeLV and microchipped. Petra and Paula must be adopted together. They are being fostered in Midwood and their rescuer can arrange either a video or in person meeting. *Courtesy Posting: This cat is being independently offered for adoption by a rescuer who is not a representative of BBAWC or Brooklyn Cat Cafe. The rescuer offering this cat is responsible for the content of this post and any medical records and vaccines. BBAWC and Brooklyn Cat Cafe cannot vouch for any information in this post. An adoption fee will be charged by the rescuer.",2023-07-08 17:41:14+00:00
19189674,https://catcafebk.com/our-cats/?cat=19189674,Pink Snoball,2 Years 11 Months , Male,False,False,False,False,False,False,Domestic Short Hair ,"Pink Snoball exudes a cool confidence and is growing in his interest in pets and scritches every day. This laidback guy regularly chats with his foster and rubs up against her legs to say hello. He enjoys playing and nuzzling with cat buddies, but also enjoys solo play time and watching “cat TV” out the window. Snoball would benefit from an adopter who will develop a play routine to help him build his confidence and at least one other kitty buddy to snuggle up and play with outside his new human family. Definitely a sweet boy with a well-rounded vibe that balances cat naps, cuddles, conversation, and play time!",2023-07-08 17:41:14+00:00
